machine_id,date,operating_hours_cumulative,daily_runtime_hours,temperature_C,vibration_mm_s,pressure_psi,rpm,current_A,failure_within_7_days,failure_event
6,2023-03-08,729.2,9.77,71.29,1.96,98.12,1480.6,11.92,0,0
6,2023-03-09,740.3,11.08,69.45,1.993,98.1,1481.4,11.13,0,0
6,2023-03-10,746.7,6.42,68.92,2.041,98.8,1475.4,11.14,0,0
6,2023-03-11,762.7,15.96,68.0,2.32,99.66,1486.0,11.7,0,0
6,2023-03-12,772.3,9.59,69.4,,97.91,1480.4,11.95,0,0
6,2023-03-13,783.0,10.71,68.28,,99.94,1475.3,10.98,0,0
6,2023-03-14,796.5,13.55,69.95,2.42,98.02,1482.6,11.95,0,0
6,2023-03-15,805.5,8.98,69.31,2.184,99.78,1488.8,12.4,0,0
6,2023-03-16,813.5,8.02,67.64,2.175,98.57,1496.2,12.01,0,0
6,2023-03-17,820.8,7.27,71.39,1.996,99.23,1484.9,11.42,0,0
6,2023-03-18,832.1,11.28,71.87,2.149,99.09,1478.6,11.85,0,0
6,2023-03-19,838.1,6.05,69.99,2.075,97.33,1486.7,11.73,0,0
6,2023-03-20,851.2,13.1,71.27,,98.51,1481.9,12.19,0,0
6,2023-03-21,861.9,10.61,69.96,2.097,97.23,1483.5,12.0,0,0
6,2023-03-22,873.2,11.32,67.78,1.841,98.04,1483.0,11.39,0,0
6,2023-03-23,881.8,8.63,69.48,2.074,97.0,1486.7,11.83,0,0
6,2023-03-24,889.6,7.78,69.1,2.088,97.94,1487.8,11.41,0,0
6,2023-03-25,902.6,13.0,68.23,1.892,98.2,1482.6,11.97,0,0
6,2023-03-26,910.7,8.1,69.73,2.047,97.29,1511.1,11.58,0,0
6,2023-03-27,924.5,13.8,68.99,2.118,98.14,1490.4,11.65,0,0
6,2023-03-28,932.5,8.04,69.92,1.952,98.94,1466.4,11.71,0,0
6,2023-03-29,944.7,12.13,70.46,2.097,97.16,1480.2,11.49,0,0
6,2023-03-30,957.1,12.44,71.43,2.22,99.03,1482.9,11.69,0,0
6,2023-03-31,968.2,11.06,69.7,2.155,99.07,1487.9,11.79,0,0
6,2023-04-01,984.1,15.97,68.61,1.982,97.19,1497.7,11.57,0,0
6,2023-04-02,993.9,9.76,69.19,2.247,95.53,1477.3,11.72,0,0
6,2023-04-03,1008.7,14.83,69.31,2.142,99.23,1492.2,11.43,0,0
6,2023-04-04,1016.4,7.69,,2.004,97.9,1484.6,11.29,0,0
6,2023-04-05,1025.8,9.37,69.62,1.936,98.14,1485.6,11.65,0,0
6,2023-04-06,1033.2,7.45,70.24,2.122,100.16,1492.6,11.96,0,0
6,2023-04-07,1045.3,12.04,70.82,2.192,98.57,1469.7,11.95,0,0
6,2023-04-08,1057.6,12.38,71.11,2.199,98.61,1487.3,11.93,0,0
6,2023-04-09,1068.2,10.54,69.94,2.121,98.13,1496.2,11.96,0,0
6,2023-04-10,1081.4,13.2,69.38,1.978,97.95,1474.5,11.71,0,0
6,2023-04-11,1096.1,14.68,69.24,2.114,98.08,1483.0,11.49,0,0
6,2023-04-12,1109.8,13.77,68.45,1.9,97.99,1488.4,11.58,0,0
6,2023-04-13,1118.2,8.42,70.62,2.072,96.46,1467.4,11.62,0,0
6,2023-04-14,1127.4,9.2,72.47,2.299,97.14,1485.7,11.46,0,0
6,2023-04-15,1137.3,9.8,71.08,1.878,98.08,1480.9,11.83,0,0
6,2023-04-16,1145.3,8.04,69.75,1.946,100.18,1494.2,11.47,0,0
6,2023-04-17,1154.9,9.61,68.45,2.171,96.75,1477.1,11.1,0,0
6,2023-04-18,1163.3,8.38,69.18,1.897,97.62,1482.7,11.97,0,0
6,2023-04-19,1179.2,15.96,70.13,2.259,97.61,1476.6,11.81,0,0
6,2023-04-20,1193.1,13.83,69.39,2.175,98.83,1482.1,11.14,0,0
6,2023-04-21,1207.7,14.6,69.6,2.182,98.23,1477.3,11.46,0,0
6,2023-04-22,1222.9,15.22,70.12,2.2,97.5,1479.9,11.63,0,0
6,2023-04-23,1235.5,12.65,69.94,1.835,99.3,1473.8,11.66,0,0
6,2023-04-24,1243.3,7.76,72.06,1.867,97.15,1477.4,12.29,0,0
6,2023-04-25,1256.9,13.59,72.01,2.227,97.63,1477.0,11.37,0,0
6,2023-04-26,1263.0,6.16,69.42,1.983,97.03,1479.3,11.35,0,0
6,2023-04-27,1270.2,7.13,70.76,2.018,99.13,1482.1,12.04,0,0
6,2023-04-28,1276.5,6.3,68.34,2.135,98.09,1459.8,11.6,0,0
6,2023-04-29,1283.8,7.35,70.67,2.052,97.43,1484.1,12.01,0,0
6,2023-04-30,1297.3,13.52,70.22,2.191,98.59,1492.9,11.58,0,0
6,2023-05-01,1312.2,14.85,68.83,2.116,99.72,1489.0,12.02,0,0
6,2023-05-02,1321.0,8.79,70.88,1.999,95.88,1476.1,11.57,0,0
6,2023-05-03,1328.2,7.19,68.71,2.015,98.76,1491.2,11.62,0,0
6,2023-05-04,1336.9,8.73,69.6,2.068,99.87,1476.5,11.35,0,0
6,2023-05-05,1349.4,12.47,69.88,2.087,99.7,1485.3,12.18,0,0
6,2023-05-06,1358.9,9.5,68.04,2.15,97.89,1463.7,11.43,0,0
6,2023-05-07,1374.5,15.61,69.89,2.054,98.24,1487.9,11.27,0,0
6,2023-05-08,1381.8,7.31,68.83,2.016,98.35,1483.0,12.14,0,0
6,2023-05-09,1397.7,15.9,69.32,2.002,97.88,1484.1,11.85,0,0
6,2023-05-10,1403.8,6.12,69.63,1.964,99.06,1483.1,12.13,0,0
6,2023-05-11,1414.4,10.52,68.04,2.27,96.53,1498.0,11.44,0,0
6,2023-05-12,1422.9,8.52,69.22,1.898,98.72,1490.0,11.84,0,0
6,2023-05-13,1434.5,11.66,69.56,1.84,98.06,1488.7,12.08,0,0
6,2023-05-14,1441.5,6.97,69.36,2.163,99.15,1487.4,11.31,0,0
6,2023-05-15,1456.3,14.76,68.78,2.101,99.25,1499.1,11.75,0,0
6,2023-05-16,1463.6,7.37,68.38,2.339,98.25,1481.0,11.52,0,0
6,2023-05-17,1475.5,11.87,68.71,2.016,97.52,1471.9,11.54,0,0
6,2023-05-18,1481.8,6.33,67.79,2.025,99.18,1496.7,11.41,0,0
6,2023-05-19,1490.9,9.11,68.88,1.905,96.87,1479.2,11.78,0,0
6,2023-05-20,1498.4,7.5,70.96,2.044,97.09,1487.0,11.59,0,0
6,2023-05-21,1514.2,15.78,68.19,1.769,98.06,1487.2,11.38,0,0
6,2023-05-22,1520.3,6.12,70.64,1.746,97.62,1477.1,12.08,0,0
6,2023-05-23,1529.9,9.52,68.39,1.947,97.93,1471.7,11.67,0,0
6,2023-05-24,1538.9,9.03,70.23,2.039,97.84,1491.5,11.19,0,0
6,2023-05-25,1551.5,12.57,,1.941,98.11,1493.2,11.45,0,0
6,2023-05-26,1558.0,6.56,70.32,1.942,99.63,1488.1,11.21,0,0
6,2023-05-27,1572.1,14.11,69.54,1.803,96.99,1486.2,11.47,0,0
6,2023-05-28,1582.8,10.67,69.57,2.124,97.67,1471.8,11.76,0,0
6,2023-05-29,1593.3,10.53,70.62,1.922,98.97,1480.4,11.84,0,0
6,2023-05-30,1601.6,8.27,70.12,2.278,98.18,1492.7,11.91,0,0
6,2023-05-31,1612.5,10.9,70.0,2.019,97.17,1476.8,11.47,0,0
6,2023-06-01,1622.1,9.64,69.26,1.871,98.05,1484.1,11.55,0,0
6,2023-06-02,1630.6,8.45,70.06,1.683,96.63,1486.7,11.79,0,0
6,2023-06-03,1638.3,7.69,67.94,1.845,99.17,1487.1,11.92,0,0
6,2023-06-04,1651.6,13.28,69.13,2.019,98.26,1474.8,11.61,0,0
6,2023-06-05,1659.0,7.42,71.52,1.672,100.34,1482.1,11.85,0,0
6,2023-06-06,1666.7,7.68,70.6,1.91,97.02,1489.8,11.49,0,0
6,2023-06-07,1678.4,11.77,69.6,1.949,97.48,1497.9,11.01,0,0
6,2023-06-08,1686.7,8.26,68.64,1.918,98.31,1481.3,11.93,0,0
6,2023-06-09,1697.3,10.59,71.75,1.941,99.46,1486.3,11.83,0,0
6,2023-06-10,1708.8,11.53,69.11,1.959,97.66,1473.7,11.63,0,0
6,2023-06-11,1717.5,8.74,68.77,1.911,97.44,1481.1,11.71,0,0
6,2023-06-12,1727.0,9.44,69.91,2.249,98.22,1479.0,12.0,0,0
6,2023-06-13,1735.1,8.1,69.19,1.936,97.47,1498.5,11.65,0,0
6,2023-06-14,1745.7,10.6,67.72,1.635,98.62,1488.9,10.79,0,0
6,2023-06-15,1761.6,15.92,68.29,1.783,98.22,1483.8,11.05,0,0
6,2023-06-16,1771.2,9.63,69.53,2.119,98.84,1467.8,12.06,0,0
6,2023-06-17,1783.8,12.53,68.6,2.096,99.04,1485.5,11.83,0,0
6,2023-06-18,1796.1,12.36,68.18,1.95,98.51,1485.6,12.0,0,0
6,2023-06-19,1810.0,13.86,68.27,1.817,99.29,1481.2,12.1,0,0
6,2023-06-20,1823.1,13.12,69.55,2.136,97.8,1483.4,12.09,0,0
6,2023-06-21,1829.2,6.12,69.6,1.791,96.7,1497.4,11.23,0,0
6,2023-06-22,1838.3,9.09,71.36,2.215,96.44,1485.5,11.72,0,0
6,2023-06-23,1853.0,14.7,70.1,2.224,96.81,1465.7,11.64,0,0
6,2023-06-24,1864.4,11.4,71.9,2.493,96.68,1483.3,12.07,0,0
6,2023-06-25,1871.5,7.04,72.2,2.472,96.23,1456.2,11.74,0,0
6,2023-06-26,1880.2,8.76,74.2,2.896,94.37,1470.3,12.28,0,0
6,2023-06-27,1889.1,8.83,74.45,2.53,95.26,1446.5,11.87,0,0
6,2023-06-28,1903.8,14.73,75.56,3.023,91.45,1446.0,12.41,0,0
6,2023-06-29,1915.3,11.53,77.24,3.014,92.6,1425.1,13.07,0,0
6,2023-06-30,1927.4,12.08,76.99,3.09,93.01,1441.1,12.55,0,0
6,2023-07-01,1937.1,9.67,78.67,3.514,92.81,1416.1,12.67,0,0
6,2023-07-02,1943.7,6.6,77.05,3.302,92.03,1428.3,13.04,0,0
6,2023-07-03,1950.4,6.75,77.68,3.62,91.58,1418.1,13.18,0,0
6,2023-07-04,1960.6,10.2,81.25,3.733,90.19,1413.1,13.34,1,0
6,2023-07-05,1968.4,7.77,80.99,3.659,,1414.5,13.13,1,0
6,2023-07-06,1975.5,7.04,82.09,,86.89,1412.8,13.31,1,0
6,2023-07-07,1984.1,8.62,83.45,4.406,87.9,1411.6,13.63,1,0
6,2023-07-08,1997.5,13.42,82.31,4.476,86.37,1386.6,14.03,1,0
6,2023-07-09,2004.2,6.73,83.23,4.422,87.51,1388.4,13.63,1,0
6,2023-07-10,2014.7,10.48,85.45,4.458,84.9,1385.4,13.92,1,0
6,2023-07-11,2029.0,14.26,85.07,4.744,85.49,1385.4,13.52,0,1
6,2023-07-12,2037.7,8.68,69.17,2.174,96.95,1487.7,11.53,0,0
6,2023-07-13,2046.7,9.02,68.46,2.043,98.13,1476.2,11.72,0,0
6,2023-07-14,2061.5,14.84,70.62,1.67,98.01,1492.6,11.92,0,0
6,2023-07-15,2074.0,12.5,69.19,1.795,96.39,1486.3,11.42,0,0
6,2023-07-16,2088.0,13.98,70.61,2.098,98.49,1497.3,11.71,0,0
6,2023-07-17,2096.9,8.89,,2.078,97.86,1485.5,11.74,0,0
6,2023-07-18,2112.9,15.97,71.12,1.96,98.17,1467.0,11.12,0,0
6,2023-07-19,2120.3,7.41,68.04,2.07,97.73,1476.4,11.28,0,0
6,2023-07-20,2135.9,15.62,66.86,1.809,97.42,1481.7,11.81,0,0
6,2023-07-21,2150.9,15.02,71.49,2.002,98.9,1476.3,11.68,0,0
6,2023-07-22,2162.4,11.52,70.74,1.978,99.17,1476.0,11.69,0,0
6,2023-07-23,2174.3,11.85,68.71,1.734,99.11,1498.2,11.38,0,0
6,2023-07-24,2188.0,13.75,68.91,2.042,96.77,1473.0,11.22,0,0
6,2023-07-25,2197.1,9.07,69.78,1.8,99.53,1478.8,11.8,0,0
6,2023-07-26,2208.4,11.27,69.53,2.16,98.7,1483.5,11.71,0,0
6,2023-07-27,2223.4,15.02,69.07,2.079,99.39,1472.5,11.07,0,0
6,2023-07-28,2230.1,6.68,68.88,1.929,99.37,1481.7,11.63,0,0
6,2023-07-29,2245.1,15.06,69.25,1.876,98.49,1464.1,12.19,0,0
6,2023-07-30,2258.4,13.29,70.22,1.82,97.35,1478.6,11.84,0,0
6,2023-07-31,2272.1,13.7,69.75,1.958,97.38,1474.1,11.39,0,0
6,2023-08-01,2278.8,6.65,69.24,2.145,97.46,1480.6,11.71,0,0
6,2023-08-02,2286.6,7.88,69.06,1.978,97.96,1482.6,11.6,0,0
6,2023-08-03,2301.9,15.25,71.87,2.003,97.15,1493.8,12.15,0,0
6,2023-08-04,2309.1,7.24,69.15,1.863,96.43,1478.1,11.32,0,0
6,2023-08-05,2321.4,12.31,70.25,1.953,96.46,1500.1,12.05,0,0
6,2023-08-06,2335.3,13.83,72.19,1.995,98.11,1484.7,11.3,0,0
6,2023-08-07,2343.6,8.31,70.42,2.048,97.87,1475.5,11.76,0,0
6,2023-08-08,2356.6,12.99,70.21,2.003,98.65,1484.1,11.85,0,0
6,2023-08-09,2363.2,6.66,70.97,2.096,97.96,1492.9,12.0,0,0
6,2023-08-10,2374.2,10.99,71.12,2.127,99.29,1474.5,11.89,0,0
6,2023-08-11,2383.6,9.34,69.7,2.258,97.55,1498.5,11.2,0,0
6,2023-08-12,2396.0,12.46,68.4,2.062,98.47,1487.3,11.66,0,0
6,2023-08-13,2410.9,14.89,69.58,2.092,98.69,1473.9,11.81,0,0
6,2023-08-14,2418.2,7.25,70.31,1.951,98.19,1478.8,11.98,0,0
6,2023-08-15,2428.7,10.5,69.39,2.26,99.15,1479.7,11.32,0,0
6,2023-08-16,2438.9,10.23,69.5,1.958,98.67,1491.9,11.38,0,0
6,2023-08-17,2448.1,9.24,71.35,2.119,98.95,1473.6,11.22,0,0
6,2023-08-18,2458.9,10.8,70.52,1.955,97.5,1495.3,11.66,0,0
6,2023-08-19,2473.7,14.81,70.32,2.007,97.92,1492.1,11.74,0,0
6,2023-08-20,2489.5,15.74,68.7,2.032,95.95,1496.3,11.76,0,0
6,2023-08-21,2495.5,6.03,69.49,1.736,98.08,1483.5,11.58,0,0
6,2023-08-22,2508.9,13.39,70.11,2.059,96.77,1492.9,11.62,0,0
6,2023-08-23,2521.1,12.15,70.38,2.017,100.49,1481.1,11.63,0,0
6,2023-08-24,2537.0,15.95,71.32,1.928,98.44,1491.2,11.59,0,0
6,2023-08-25,2543.9,6.9,70.4,1.878,97.74,1483.7,11.11,0,0
6,2023-08-26,2558.0,14.11,69.19,1.933,98.89,1497.4,11.37,0,0
6,2023-08-27,2573.3,15.34,71.61,1.869,96.75,1485.2,11.82,0,0
6,2023-08-28,2588.5,15.12,69.45,1.954,97.65,1476.2,11.52,0,0
6,2023-08-29,2600.1,11.61,70.65,1.928,97.79,1495.1,11.51,0,0
6,2023-08-30,2609.4,9.28,69.15,1.977,98.79,1484.7,12.04,0,0
6,2023-08-31,2621.8,12.4,68.95,2.143,97.16,1478.7,11.98,0,0
6,2023-09-01,2630.8,9.06,68.38,1.893,,1478.3,11.44,0,0
6,2023-09-02,2640.9,10.12,68.45,1.941,98.25,1475.9,12.1,0,0
6,2023-09-03,2651.4,10.46,69.26,2.046,98.77,1471.5,11.6,0,0
6,2023-09-04,2660.4,9.02,71.04,1.882,98.35,1479.6,11.9,0,0
6,2023-09-05,2669.8,9.42,69.99,2.143,97.23,1484.6,11.65,0,0
6,2023-09-06,2675.9,6.07,67.95,1.884,98.25,1480.0,11.47,0,0
6,2023-09-07,2684.9,8.97,70.56,2.049,97.46,1452.8,11.9,0,0
6,2023-09-08,2695.6,10.72,69.73,2.188,97.2,1470.7,11.39,0,0
6,2023-09-09,2703.3,7.73,71.25,1.881,,1490.5,11.61,0,0
6,2023-09-10,2717.4,14.06,69.24,1.909,98.69,1482.1,11.66,0,0
6,2023-09-11,2728.8,11.38,,1.961,98.13,1469.4,11.54,0,0
6,2023-09-12,2742.7,13.94,71.46,2.032,98.65,1480.2,11.25,0,0
6,2023-09-13,2750.0,7.28,70.73,2.009,98.91,1484.0,11.81,0,0
6,2023-09-14,2764.2,14.21,68.02,2.026,95.69,1490.6,11.93,0,0
6,2023-09-15,2779.8,15.58,70.09,2.105,98.55,1477.5,11.71,0,0
6,2023-09-16,2789.3,9.52,68.02,2.001,,1488.1,11.43,0,0
6,2023-09-17,2798.1,8.84,70.69,1.809,97.86,1482.8,12.31,0,0
6,2023-09-18,2810.6,12.47,68.62,2.22,99.68,1480.0,11.59,0,0
6,2023-09-19,2823.0,12.36,68.48,2.094,98.46,1490.0,11.58,0,0
6,2023-09-20,2830.1,7.12,,1.838,98.22,1475.4,10.78,0,0
6,2023-09-21,2845.3,15.27,70.14,2.001,98.41,1490.6,11.28,0,0
6,2023-09-22,2856.1,10.79,70.47,2.147,96.62,1473.9,12.01,0,0
6,2023-09-23,2869.8,13.64,69.25,1.893,99.81,1478.4,12.64,0,0
6,2023-09-24,2879.4,9.59,69.65,2.168,97.64,1479.9,12.04,0,0
6,2023-09-25,2888.0,8.62,71.3,1.884,,1482.1,11.34,0,0
6,2023-09-26,2895.1,7.11,70.05,2.093,97.61,1462.7,11.8,0,0
6,2023-09-27,2903.9,8.75,72.06,1.645,98.16,1483.9,11.54,0,0
6,2023-09-28,2919.8,15.93,69.54,2.17,99.27,1468.4,11.55,0,0
6,2023-09-29,2932.4,12.58,70.69,1.746,98.07,1484.3,11.27,0,0
6,2023-09-30,2946.4,14.03,70.84,2.208,97.82,1485.2,11.81,0,0
6,2023-10-01,2962.0,15.59,69.93,1.854,97.84,1490.8,11.28,0,0
6,2023-10-02,2968.8,6.79,71.09,2.311,96.78,1472.3,10.97,0,0
6,2023-10-03,2976.4,7.65,69.2,2.044,97.61,1484.8,11.53,0,0
6,2023-10-04,2991.7,15.28,70.59,2.181,97.55,1482.6,10.89,0,0
6,2023-10-05,3003.3,11.65,68.69,2.001,98.39,1478.5,11.41,0,0
6,2023-10-06,3015.7,12.35,68.47,1.801,96.42,1474.4,11.84,0,0
6,2023-10-07,3026.0,10.28,69.77,1.889,97.7,1483.7,12.0,0,0
6,2023-10-08,3040.1,14.14,69.6,2.099,99.45,1493.7,11.85,0,0
6,2023-10-09,3051.3,11.17,68.62,2.464,98.56,1481.1,11.59,0,0
6,2023-10-10,3065.5,14.26,70.5,2.245,99.08,1493.0,11.49,0,0
6,2023-10-11,3081.5,15.92,71.29,2.042,97.75,1492.2,11.38,0,0
6,2023-10-12,3093.9,12.47,69.41,2.171,99.81,1465.9,12.1,0,0
6,2023-10-13,3105.2,11.29,70.77,2.061,98.94,1476.1,11.28,0,0
6,2023-10-14,3114.9,9.65,69.1,1.994,98.21,1478.6,11.69,0,0
6,2023-10-15,3122.8,7.95,69.53,2.038,98.79,1493.6,11.84,0,0
6,2023-10-16,3135.4,12.57,69.68,1.944,96.91,1482.8,11.06,0,0
6,2023-10-17,3142.0,6.63,,2.039,96.88,1493.3,10.93,0,0
6,2023-10-18,3157.6,15.56,69.65,2.083,98.95,1481.9,11.83,0,0
6,2023-10-19,3170.0,12.48,67.73,2.019,99.27,1493.6,11.22,0,0
6,2023-10-20,3185.6,15.59,70.93,1.957,97.22,1486.6,11.75,0,0
6,2023-10-21,3194.4,8.72,69.84,1.949,99.0,1482.2,11.39,0,0
6,2023-10-22,3209.8,15.47,67.43,1.987,98.68,1492.4,11.74,0,0
6,2023-10-23,3222.0,12.12,71.15,2.045,97.35,1479.0,11.78,0,0
6,2023-10-24,3236.1,14.1,71.21,1.955,97.15,1499.2,11.96,0,0
6,2023-10-25,3243.8,7.79,68.65,2.107,97.42,1471.3,11.79,0,0
6,2023-10-26,3254.8,11.0,68.31,1.783,97.65,1479.6,11.72,0,0
6,2023-10-27,3266.5,11.69,70.87,2.06,97.74,1483.8,12.18,0,0
6,2023-10-28,3276.5,9.93,70.88,,96.55,1477.1,11.36,0,0
6,2023-10-29,3285.0,8.53,70.21,2.294,97.65,1486.2,11.67,0,0
6,2023-10-30,3300.0,15.05,69.29,2.017,98.46,1482.0,11.93,0,0
6,2023-10-31,3306.9,6.85,68.94,2.126,98.8,1485.6,10.86,0,0
6,2023-11-01,3314.4,7.54,70.33,2.06,97.55,1475.9,12.11,0,0
6,2023-11-02,3323.6,9.21,69.09,2.181,99.64,1474.9,11.61,0,0
6,2023-11-03,3338.8,15.2,69.1,1.992,98.16,1482.8,11.79,0,0
6,2023-11-04,3350.5,11.64,70.52,2.102,100.68,1488.8,11.51,0,0
6,2023-11-05,3360.2,9.73,70.71,1.703,97.39,1497.8,11.79,0,0
6,2023-11-06,3370.2,10.03,,2.176,98.5,1468.4,11.74,0,0
6,2023-11-07,3384.6,14.38,67.91,2.047,98.05,1481.4,11.32,0,0
6,2023-11-08,3390.9,6.27,69.23,1.924,97.47,1486.5,11.53,0,0
6,2023-11-09,3397.0,6.11,69.39,2.069,99.0,1485.9,11.81,0,0
6,2023-11-10,3403.5,6.46,69.71,2.24,98.9,1473.2,12.1,0,0
6,2023-11-11,3414.1,10.69,68.46,1.884,97.88,1477.2,11.54,0,0
6,2023-11-12,3426.0,11.81,70.3,1.894,98.46,1482.9,11.27,0,0
6,2023-11-13,3438.2,12.24,71.62,1.783,98.4,1504.5,11.76,0,0
6,2023-11-14,3451.5,13.31,68.54,1.894,97.88,1490.6,11.57,0,0
6,2023-11-15,3459.4,7.9,69.92,1.885,97.39,1485.8,11.9,0,0
6,2023-11-16,3468.0,8.62,70.99,1.998,98.14,1461.5,11.43,0,0
6,2023-11-17,3476.5,8.44,69.49,2.035,97.95,1472.5,11.25,0,0
6,2023-11-18,3484.0,7.49,69.0,1.817,97.08,1473.2,12.13,0,0
6,2023-11-19,3492.4,8.44,69.91,2.076,98.8,1485.9,11.51,0,0
6,2023-11-20,3504.5,12.14,70.46,2.066,98.19,1481.9,11.39,0,0
6,2023-11-21,3514.2,9.66,68.47,2.063,98.01,1477.9,11.45,0,0
6,2023-11-22,3527.9,13.68,70.77,1.897,96.65,1485.7,12.08,0,0
6,2023-11-23,3539.3,11.36,69.52,2.317,98.46,1470.9,12.34,0,0
6,2023-11-24,3547.4,8.12,69.06,2.123,96.65,1476.5,11.42,0,0
6,2023-11-25,3558.0,10.67,68.2,1.827,98.28,1482.5,11.6,0,0
6,2023-11-26,3570.0,11.93,69.08,1.789,98.99,1498.0,11.75,0,0
6,2023-11-27,3584.6,14.66,69.12,1.907,99.8,1490.2,11.1,0,0
6,2023-11-28,3599.0,14.34,68.54,2.042,98.21,1486.5,11.5,0,0
6,2023-11-29,3609.2,10.26,,2.245,99.9,1479.8,12.22,0,0
6,2023-11-30,3621.7,12.48,69.88,1.927,98.87,1482.9,11.56,0,0
6,2023-12-01,3630.7,8.98,70.71,1.796,98.61,1492.7,12.04,0,0
6,2023-12-02,3643.0,12.33,70.45,2.072,99.26,1497.6,11.64,0,0
6,2023-12-03,3658.2,15.13,69.09,1.958,99.48,1481.1,11.02,0,0
6,2023-12-04,3670.4,12.25,69.42,2.045,98.96,1486.6,11.95,0,0
6,2023-12-05,3679.4,9.04,68.99,2.004,98.0,1490.3,11.55,0,0
6,2023-12-06,3691.9,12.44,,1.988,97.6,1486.3,12.09,0,0
6,2023-12-07,3706.9,15.03,70.11,2.182,96.85,1472.5,11.72,0,0
6,2023-12-08,3714.3,7.37,69.9,2.117,98.31,1477.0,11.66,0,0
6,2023-12-09,3725.1,10.82,69.12,2.061,99.32,1488.9,11.8,0,0
6,2023-12-10,3734.3,9.21,70.54,1.706,97.18,1478.5,11.77,0,0
6,2023-12-11,3742.7,8.41,69.39,1.991,97.06,1497.4,11.14,0,0
6,2023-12-12,3752.7,9.96,70.96,2.158,99.94,1480.5,11.98,0,0
6,2023-12-13,3762.6,9.94,69.58,1.883,97.88,1472.3,11.65,0,0
6,2023-12-14,3770.7,8.1,,1.994,96.42,1491.3,11.67,0,0
6,2023-12-15,3780.8,10.04,71.25,2.021,96.68,1480.1,11.78,0,0
6,2023-12-16,3793.1,12.34,70.1,2.063,98.58,1480.8,11.93,0,0
6,2023-12-17,3799.4,6.26,68.78,1.967,97.66,1489.9,11.97,0,0
6,2023-12-18,3815.3,15.89,69.33,2.091,98.62,1475.1,11.86,0,0
6,2023-12-19,3824.2,8.96,68.9,2.086,97.92,1483.7,11.13,0,0
6,2023-12-20,3836.5,12.24,70.72,1.891,98.35,1473.3,11.64,0,0
6,2023-12-21,3845.3,8.84,67.65,,99.91,1483.6,11.38,0,0
6,2023-12-22,3855.2,9.94,70.01,2.054,,1469.9,11.71,0,0
6,2023-12-23,3866.7,11.49,68.01,2.248,99.32,1476.3,11.6,0,0
6,2023-12-24,3878.8,12.12,67.85,2.179,98.25,1490.2,12.27,0,0
6,2023-12-25,3892.5,13.7,70.14,1.944,96.99,1493.4,11.25,0,0
6,2023-12-26,3906.5,13.92,68.52,1.908,100.12,1475.9,11.66,0,0
6,2023-12-27,3917.6,11.19,70.43,1.972,100.26,1475.8,11.69,0,0
6,2023-12-28,3924.4,6.76,70.7,2.259,97.99,1483.8,11.52,0,0
6,2023-12-29,3936.0,11.58,69.28,2.026,98.29,1476.5,11.65,0,0
6,2023-12-30,3946.8,10.78,70.22,2.056,99.38,1490.5,12.3,0,0
6,2023-12-31,3954.9,8.15,71.2,1.905,97.96,1471.9,11.77,0,0
6,2024-01-01,3961.0,6.1,68.77,2.032,99.11,1478.0,12.11,0,0
6,2024-01-02,3970.2,9.16,70.59,1.801,97.33,1497.5,11.52,0,0
6,2024-01-03,3978.8,8.59,68.95,1.821,99.97,1486.0,11.89,0,0
6,2024-01-04,3989.6,10.83,69.73,2.041,98.5,1487.7,11.41,0,0
6,2024-01-05,4003.2,13.62,69.11,2.063,98.89,1481.5,11.4,0,0
6,2024-01-06,4013.6,10.39,69.15,1.966,99.5,1471.3,11.12,0,0
6,2024-01-07,4029.1,15.52,69.37,2.077,98.96,1495.4,11.34,0,0
6,2024-01-08,4037.3,8.21,69.13,1.835,98.09,1484.6,11.67,0,0
6,2024-01-09,4045.5,8.21,69.6,1.977,99.86,1490.6,12.12,0,0
6,2024-01-10,4057.6,12.04,70.9,1.933,98.98,1480.8,11.62,0,0
6,2024-01-11,4072.5,14.96,68.35,2.016,97.98,1482.8,11.73,0,0
6,2024-01-12,4085.3,12.72,,2.113,96.01,1474.7,12.12,0,0
6,2024-01-13,4098.0,12.74,70.22,2.628,96.88,1474.4,11.8,0,0
6,2024-01-14,4112.1,14.06,71.07,2.275,95.74,1463.9,11.73,0,0
6,2024-01-15,4124.7,12.69,71.01,2.547,95.67,1455.6,11.89,0,0
6,2024-01-16,4138.3,13.59,74.73,3.095,94.38,1455.8,12.6,0,0
6,2024-01-17,4153.0,14.66,74.2,2.898,94.78,1456.5,12.43,0,0
6,2024-01-18,4159.1,6.08,74.32,2.931,93.32,1456.5,12.55,0,0
6,2024-01-19,4173.9,14.86,76.13,3.188,94.57,1431.3,12.37,0,0
6,2024-01-20,4182.1,8.15,76.44,3.29,93.13,1444.0,13.16,0,0
6,2024-01-21,4197.2,15.12,78.67,3.16,91.43,1426.2,13.43,0,0
6,2024-01-22,4205.9,8.66,77.34,3.223,91.28,1418.6,13.05,0,0
6,2024-01-23,4216.4,10.55,79.0,3.599,91.15,1413.9,13.4,0,0
6,2024-01-24,4231.8,15.34,80.78,3.642,88.52,1437.3,13.05,1,0
6,2024-01-25,4238.9,7.1,79.64,4.185,89.86,1417.3,13.75,1,0
6,2024-01-26,4252.3,13.45,81.03,4.141,87.06,1397.0,13.66,1,0
6,2024-01-27,4262.2,9.92,81.0,4.271,89.68,1396.7,13.24,1,0
